date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,unfilled_orders,stale_valuation_positions,fold,selected_params
2021-09-07,3933.105,0.1992587084795136,8518.0,0.0,3940.0,0.0,6.8950000000000005,6.8950000000000005,8511.104999999981,1022494.8337500001,203741.0,818753.8337500001,22494.833750000107,0.022494833750000165,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-08,-1405.62975,0.2014872770065646,1100.0,3026.0,1627.0,3.7825,2.8472500000000003,6.6297500000000005,1093.3702500000363,1023588.2040000001,206240.0,817348.2040000001,23588.204000000143,0.023588204000000168,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-09,1625.3047499999998,0.2016008452542141,2187.0,947.0000000000001,2578.0,1.18375,4.5115,5.69525,2181.3047500000102,1025769.5087500002,206796.0,818973.5087500002,25769.508750000154,0.02576950875000006,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-10,0.0,0.2047847467226735,4107.0,0.0,0.0,0.0,0.0,0.0,4107.0,1029876.5087500002,210903.0,818973.5087500002,29876.508750000154,0.02987650875000014,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-13,0.0,0.20397703434935743,-1045.0,0.0,0.0,0.0,0.0,0.0,-1045.0,1028831.5087500002,209858.0,818973.5087500002,28831.508750000154,0.02883150875000018,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-14,-1525.905,0.2066754934891463,1578.0,1524.0,0.0,1.905,0.0,1.905,1576.094999999972,1030407.6037500001,212960.0,817447.6037500001,30407.603750000126,0.030407603750000067,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-15,172.12050000000022,0.2091457295993737,3442.0,1855.9999999999998,2034.0,2.32,3.5595,5.8795,3436.1205000000773,1033843.7242500002,216224.0,817619.7242500002,33843.7242500002,0.03384372425000026,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-16,-786.0855000000001,0.19991113213347494,-12911.0,1818.0,1036.0,2.2725,1.813,4.0855,-12915.085499999928,1020928.6387500003,204095.0,816833.6387500003,20928.638750000275,0.020928638750000284,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-17,961.3147500000001,0.20291254444333973,5052.0,0.0,963.0000000000001,0.0,1.6852500000000001,1.6852500000000001,5050.31475000002,1025978.9535000003,208184.0,817794.9535000003,25978.953500000294,0.025978953500000346,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-22,-6339.258,0.21281609337924473,4874.0,10106.0,3786.0,12.6325,6.625500000000001,19.258000000000003,4854.742000000086,1030833.6955000004,219378.0,811455.6955000004,30833.69550000038,0.03083369550000037,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-23,3036.6765,0.21147866017830566,2108.0,0.0,3042.0,0.0,5.3235,5.3235,2102.676499999943,1032936.3720000003,218444.0,814492.3720000003,32936.37200000032,0.032936372000000214,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-24,-5266.068000000014,0.21398419563587281,-2929.0,162149.0,157361.0,202.68625000000003,275.38175,478.06800000000004,-3407.068000000203,1029529.3040000001,220303.0,809226.3040000001,29529.30400000012,0.0295293040000002,1,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
