date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,fold,selected_params
2021-09-22,-6359.54032,0.2128919486546102,4874.0,10106.0,3786.0,27.387259999999998,12.15306,39.540319999999994,4834.459679999971,1030466.4003800002,219378.0,811088.4003800002,30466.40038000024,0.030466400380000147,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-23,3032.2351799999997,0.21155479519355153,2108.0,0.0,3042.0,0.0,9.76482,9.76482,2098.2351799999597,1032564.6355600002,218444.0,814120.6355600002,32564.6355600002,0.03256463556000022,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-24,-5732.552599999981,0.21415855901665892,-2929.0,162149.0,157361.0,439.42379,505.12881,944.5526,-3873.5525999999372,1028691.0829600003,220303.0,808388.0829600003,28691.08296000026,0.028691082960000225,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-27,-4992.26136,0.20909013139731006,-12880.0,6792.0,1823.9999999999998,18.40632,5.855039999999999,24.26136,-12904.261360000004,1015786.8216000003,212391.0,803395.8216000003,15786.821600000258,0.015786821600000334,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-28,3034.4115899999997,0.2109125155505407,6206.0,811.0,3860.0,2.1978099999999996,12.3906,14.58841,6191.411589999916,1021978.2331900002,215548.0,806430.2331900002,21978.233190000174,0.02197823319000025,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-29,-10464.28156,0.20958744872301696,-14924.0,10436.0,0.0,28.28156,0.0,28.28156,-14952.281560000032,1007025.9516300001,211060.0,795965.9516300001,7025.951630000141,0.007025951630000193,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-09-30,-376.68813000000006,0.21577901060450774,7476.0,1162.0,791.0,3.1490199999999997,2.53911,5.688129999999999,7470.311869999976,1014496.2635000001,218907.0,795589.2635000001,14496.263500000117,0.014496263500000106,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-10-08,-2782.45428,0.21292843114473436,-7191.0,4616.0,1852.0,12.50936,5.94492,18.454279999999997,-7209.454279999947,1007286.8092200002,214480.0,792806.8092200002,7286.80922000017,0.0072868092200002454,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-10-11,-6508.59061,0.2141852292609715,-6654.0,6491.0,0.0,17.590609999999998,0.0,17.590609999999998,-6671.590609999956,1000615.2186100002,214317.0,786298.2186100002,615.2186100002145,0.0006152186100001344,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2021-10-12,-3480.40641,0.21040892729311686,-9184.0,3471.0,0.0,9.40641,0.0,9.40641,-9193.406410000054,991421.8122000002,208604.0,782817.8122000002,-8578.18779999984,-0.008578187799999859,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
